asw,s,d,f,g,h,j,k,l
3-5年,本科,广州,越秀区,火车站,10,15K,骏达医疗,Hive.Spark.Kettle.计算机相关专业.数仓建设经验.大数据开发经验.Hadoop
3-5年,大专,广州,天河区,小新塘,15,23K,安徽云外勤,Hive.Spark.Python.大数据开发经验.数仓建设经验.ETL开发经验
3-5年,本科,广州,海珠区,赤岗,12,18K·13薪,泺立能源科技,B端产品.市场调研.产品设计.数据分析.TOB
经验不限,本科,广州,,,90,95K·16薪,某500强上市公司,Kettle.计算机相关专业.大数据开发经验.数仓建设经验.需求分析.云计算
1-3年,本科,广州,黄埔区,科学城,11,18K,中恒博瑞,Spark.Flink.Kafka.大数据开发经验
3-5年,大专,广州,海珠区,琶洲,10,15K·13薪,南京艾瑞特软件,数据仓库.数据分析.ETL.数据采集.数据开发.MySQL.大数据
3-5年,大专,广州,天河区,车陂,10,15K,博采精取,SQL.Java
5-10年,大专,广州,天河区,棠下,15,23K,广州霆万科技有限公司,Java.Hadoop
3-5年,本科,广州,天河区,棠下,15,25K,广州骏伯网络,Java.计算机相关专业
经验不限,本科,广州,白云区,罗冲围,15,30K·14薪,华为松山湖,Scala.Spark.Java.Doris.大数据
1-3年,本科,广州,越秀区,建设路,9,12K,创智和宇,Java.Python.Spark.数学/统计相关专业.大数据开发经验.计算机相关专业
1-3年,硕士,广州,天河区,跑马场,25,50K,广发证券,MySQL/Oracle.Redis.Java.计算机相关专业.大数据运维经验
1-3年,硕士,广州,,,27,28K,某500强上市公司,Hive.数学/统计相关专业.计算机相关专业.金融行业数据相关经验.flink
1-3年,大专,广州,黄埔区,知识城,10,15K,中讯合创,数学/统计相关专业
经验不限,硕士,广州,,,25,40K,某知名互联网金融公司,MongoDB.grpc.netty.jetty.java.多线程.反射
1-3年,本科,广州,天河区,珠江新城,10,15K,中奥科技,Java.大数据开发经验.数据中台.标签管理系统.数据资产管理
3-5年,本科,广州,天河区,跑马场,10,14K,深圳网新新思,性能测试.功能测试.Linux.Python.SQL
5-10年,大专,广州,天河区,珠江新城,13,15K,平熙信息,Java.Python.Hive.计算机相关专业.数学/统计相关专业
5-10年,本科,广州,,,65,85K·14薪,某大型互联网上市集团公司,MySQL.hadoop.spark
5-10年,博士,广州,,,60,90K·15薪,某知名运营商公司,Hive.Spark
5-10年,本科,广州,,,85,110K,知名广告集团,大数据架构.平台架构.云计算架构
1-3年,本科,广州,天河区,珠江新城,6,8K·13薪,数砚科技,大数据.数据策略.数据分析.广告数据.数据平台运营
3-5年,本科,广州,白云区,白云大道,11,18K·13薪,东呈集团,业务导向.Python.计算机相关专业
3-5年,本科,广州,越秀区,东风东,8,13K,朗新科技,MySQL
5-10年,本科,广州,海珠区,琶洲,20,30K,广州微云数字科技,Python.Shell.Spark.Kafka.Hbase
3-5年,本科,广州,,,20,35K,某知名互联网公司,Python.Shell.Spark.Kafka.Hadoop.Zookeeper.Flink
3-5年,大专,广州,天河区,龙口,14,19K,蓝高信息,Java.Spark.Flink.hadoop
1-3年,本科,广州,天河区,岗顶,5,10K,广州迈安,Spark.Flume.Kafka.Hadoop
经验不限,本科,广州,天河区,岑村,15,30K·15薪,小鹏汽车,SQL.BI
1-3年,本科,广州,天河区,岗顶,6,11K,广州鼎瀛,Kafka.Hbase.Hadoop.Kylin.Flink.HIVE.Presto.Yarn
1-3年,本科,广州,海珠区,琶洲,10,13K,嘉盛达,Python.Kettle.SmartBI.FineReport（帆软）.Kylin.HIVE
3-5年,本科,广州,天河区,时尚天河,12,15K,小鹰网络,Flink.Kafka.ETL开发经验.大数据开发经验.数学/统计相关专业.数据开发.大数据开发.大数据
经验不限,学历不限,广州,,,40,70K·18薪,某知名互联网上市公司,数据采集
5-10年,学历不限,广州,海珠区,琶洲,18,30K·16薪,数字广东,大数据
经验不限,本科,广州,越秀区,建设路,8,12K,广州智云,需求分析工程师
1-3年,本科,广州,天河区,猎德,11,14K,佳彬网络,软件实施.技术管理.需求采集.产品开发
3-5年,本科,广州,天河区,跑马场,13,15K,中科金财,hadoop.PostgreSQL.Oracle
3-5年,本科,广州,,,12,18K·18薪,中移互联网,Python.Hive.Spark.数学/统计相关专业.计算机相关专业
5-10年,本科,广州,海珠区,琶洲,15,30K·14薪,汇智通信,数据开发
1-3年,本科,广州,黄埔区,知识城,11,19K·13薪,大连智捷企业管理...,Java.Hadoop.Storm
3-5年,本科,广州,海珠区,广州大道南,8,15K,新德汇,英语
在校/应届,博士,广州,,,30,50K,某大型互联网金融公司,Hadoop、HBase.Java、Python.ETL
1-3年,本科,广州,黄埔区,知识城,13,21K·13薪,恩士迅信息科技上海,Spark.Flink.计算机相关专业.大数据开发经验
1-3年,本科,广州,天河区,东圃,10,15K,酷乐科技,Java.大数据开发经验.留学生优先.英美留学生.Spark.英语
3-5年,本科,广州,天河区,棠下,10,15K,诸华科技,Python.SQL
1-3年,本科,广州,越秀区,建设路,12,20K·14薪,美亚柏科,大数据项目管理经验.团队管理经验.信息系统项目管理师
1-3年,本科,广州,,,10,15K·13薪,广东龙泉,Python.SPSS.SAS.Stata.Matlab
经验不限,本科,广州,天河区,棠下,10,15K,沃思科技,数据仓库.ETL.华为云
3-5年,硕士,广州,,,30,45K,某知名互联网金融上市公司,Java.Python.Hive.大数据开发经验.计算机相关专业.数仓建设经验
3-5年,本科,广州,天河区,珠江新城,20,40K,莘众企业,Java.Hive.Kafka.大数据开发经验.数仓建设经验.ETL开发经验.Teradata.SpringCloud.Hadoop
1-3年,本科,广州,黄埔区,科学城,12,20K,烽火众智,Python.Java.SQL.计算机相关专业.数学/统计相关专业.大数据开发经验
3-5年,大专,广州,天河区,岑村,15,18K,润建股份,Java.Spark.Kafka.Flume.Sqoop.Mahout.HIVE
经验不限,本科,广州,越秀区,人民北路,13,23K,联想教育,Java.Python.SQL.计算机相关专业.大数据开发经验.Postgresql.微服务.Ajax
3-5年,本科,广州,海珠区,琶洲,15,25K,Veeking,JAVA项目经验.线下教学.全职工作.spark.Hadoop.大数据讲师
3-5年,本科,广州,番禺区,南村,15,25K,成高成数据集团,Hive.Hadoop.Spark.金融
5-10年,本科,广州,,,30,60K,某知名计算机软件公司,数据分析.数据处理.数据架构
经验不限,本科,广州,黄埔区,科学城,15,30K·13薪,快决测QD,Java.Python.大数据开发经验.数仓建设经验
5-10年,本科,广州,海珠区,赤岗,20,35K·14薪,广东映客,Java.Flink.Hadoop.Spark
3-5年,本科,广州,黄埔区,科学城,16,20K,源典科技,Spark.Hive.Flink.大数据开发经验.大数据.Hadoop.Linux/Unix
1-3年,本科,广州,天河区,东圃,12,20K·14薪,金名时代,Kafka.Flink.SQL.大数据开发经验.数仓建设经验.计算机相关专业
1-3年,本科,广州,天河区,岗顶,11,17K·13薪,中信网安,Python.Scala.Spark.Hadoop.Kafka.HDFS.Flink.SQL
3-5年,本科,广州,,,18,30K·13薪,星飞,售前技术支持经验.数据安全.数据库
3-5年,本科,广州,天河区,跑马场,12,17K,讯鸿网络,游戏
5-10年,本科,广州,番禺区,番禺广场,60,80K·15薪,ocean,Java.Python.计算机相关专业
5-10年,大专,广州,越秀区,海珠广场,13,26K,信言行,Hive.Spark.Kafka.flink.流式计算.大数据实时处理
3-5年,本科,广州,天河区,珠江新城,15,25K,卓望公司,Java.Spark.Hadoop.hive
1-3年,本科,广州,天河区,跑马场,8,12K·13薪,北京资采,大数据运维经验.大数据平台
5-10年,本科,广州,海珠区,琶洲,13,14K,拓维云创,SQL.Python.Spark.大数据开发经验.数仓设计/开发经验.运营商业务相关经验
1-3年,本科,广州,,,10,15K·13薪,广东龙泉,Java.Python.Kafka.大数据平台架构经验.大数据处理经验
5-10年,本科,广州,番禺区,大学城,25,35K·14薪,保利威,数据仓库.ETL.华为云
经验不限,本科,广州,黄埔区,科学城,15,30K·13薪,快决测QD,数仓建设经验.Java.大数据开发经验.计算机相关专业.Spark.SQL
3-5年,硕士,广州,越秀区,沿江路,15,30K,广州交信投,Java.Flink.Hadoop.Spark
1-3年,本科,广州,黄埔区,科学城,10,13K,广州迈源科技,Java.SQL.Scala.深度学习算法.机器学习算法.Spark
1-3年,本科,广州,天河区,东圃,12,20K·14薪,金名时代,爬虫.py.数据开发.机器学习/算法工程.Python
5-10年,本科,广州,番禺区,石楼,20,40K,广州汽车集团股份...,Python.Scala.Spark.Hadoop.Kafka.HDFS.Flink.SQL
1-3年,本科,广州,天河区,岗顶,11,17K·13薪,中信网安,Java.Python.Datastage.Spark.HIVE.Kafka.QlikView
5-10年,本科,广州,海珠区,赤岗,20,35K·14薪,广东映客,售前技术支持经验.数据安全.数据库
经验不限,本科,广州,,,50,80K,某知名汽车生产公司,Spark.Hive.Flink.大数据开发经验.大数据.Hadoop.Linux/Unix
5-10年,大专,广州,越秀区,沿江路,15,25K,慧舟科技,计算机相关专业.大数据平台架构经验.大数据处理经验.IT.数据治理.数据中台
3-5年,本科,广州,天河区,珠江新城,15,25K,卓望公司,Hive.SQL.数仓建设经验.大数据开发经验.数据仓库.数据治理.HDFS
5-10年,大专,广州,越秀区,海珠广场,13,26K,信言行,大数据运维经验.大数据平台
5-10年,本科,广州,,,20,40K·15薪,某大型互联网金融公司,Java.Spark.Hadoop.hive
3-5年,本科,广州,天河区,天河公园,15,25K,建信金科,Hive.Spark.Hbase.ETL开发经验.大数据开发经验.数仓建设经验.Java/python.异步IO、多线程
3-5年,本科,广州,天河区,时尚天河,15,20K,华矩商业信息科技,Java.Spark.计算机相关专业
3-5年,本科,广州,黄埔区,科学城,16,20K,源典科技,平台产品.大数据产品.产品设计.产品运营.数据分析
5-10年,本科,广州,海珠区,新港西路沿线,15,30K,阿凡提公司,Kafka.Flink.SQL.大数据开发经验.数仓建设经验.计算机相关专业
3-5年,本科,广州,番禺区,南村,18,35K·13薪,彩虹无线,Spark
3-5年,本科,广州,,,18,30K·13薪,星飞,Flink.Scala.Spark
3-5年,本科,广州,越秀区,环市东,16,19K,四川云腾未来科技,游戏
3-5年,本科,广州,黄埔区,科学城,17,20K,彩讯股份,Hive.SQL.DATAX.Azkaban.shell
3-5年,本科,广州,,,20,24K,某知名计算机软件公司,Java.Flink.Spark.数学/统计相关专业.计算机相关专业.大数据开发经验.Hadoop生态圈架构.Hive等开源组件.K8S容器
3-5年,本科,广州,番禺区,南村,12,16K,数驰科技,Python.SQL.Linux.英语口语
经验不限,博士,广州,,,25,35K,某大型通信上市公司,Python.Impala.Kylin
3-5年,本科,广州,天河区,车陂,8,13K,汇利伟业,大数据开发经验
1-3年,本科,广州,海珠区,客村,14,20K·13薪,青木科技,数据库开发.数据架构.数据挖掘
3-5年,本科,广州,黄埔区,科学城,10,15K·13薪,健新科技,SQL.大数据测试.MySQL.Java.系统测试.Hive.ETL
1-3年,本科,广州,天河区,珠江新城,12,18K,中思拓,Spark.Hbase.Kafka.大数据开发经验
5-10年,大专,广州,天河区,天河公园,12,19K,亿达信息,Python.Shell.Scala.Hadoop.HIVE
1-3年,本科,广州,海珠区,南洲,10,15K,西洋汇,大数据DBA运维.大数据集群运维.etl脚本开发
3-5年,大专,广州,番禺区,长隆,15,30K,悦谦科技,ETL.数据挖掘.Java.Spark.Hadoop.数据分析.Scala.大数据
5-10年,本科,广州,南沙区,黄阁,22,28K,尚远教育,Python.SQL.Matlab
5-10年,本科,广州,天河区,天河公园,15,23K,亚信科技,Kafka.Scala.Hive.计算机相关专业.数仓建设经验.ETL开发经验
3-5年,本科,广州,番禺区,番禺广场,20,35K,合创汽车科技有限公司,大数据平台架构经验.大数据处理经验.Spark/Hive/Flink
1-3年,本科,广州,天河区,天河公园,10,15K,广州科云,方差分析.回归分析.多元统计分析.聚类分析.决策树.因子分析.参数检验.非参数检验
1-3年,硕士,广州,,,20,40K,某知名基金公司,数据仓库.ETL.数据挖掘.数据分析.Java.分布式技术.Hadoop.架构师
5-10年,本科,广州,,,30,45K·14薪,某大型互联网金融公司,SQL
3-5年,本科,广州,天河区,小新塘,13,18K,雪坡科技,计算机相关专业.大数据开发经验.数仓建设经验
1-3年,本科,广州,天河区,跑马场,8,12K·13薪,北京资采,Shell.SQL.C++
3-5年,本科,广州,黄埔区,科学城,15,20K·16薪,新赫信息科技,SQL.Python.Spark.大数据开发经验.数仓设计/开发经验.运营商业务相关经验
经验不限,本科,广州,,,30,60K·14薪,某电子公司,Java.Kafka.Hbase.大数据开发经验.计算机相关专业.数据中台
3-5年,本科,广州,海珠区,琶洲,10,15K·13薪,音泰思,内核.存储.大数据
1-3年,本科,广州,越秀区,建设路,10,14K,德信行公司,Python.HIVE.Kettle.Spark.Hbase
3-5年,本科,广州,黄埔区,大沙,15,30K,衡昊数据,Python.决策树.Spark.Hadoop
1-3年,本科,广州,天河区,珠江新城,8,13K·15薪,散步去信息科技,数据仓库.分布式技术.Hadoop.Spark.大数据
5-10年,本科,广州,天河区,棠下,22,25K,宇信科技,Java.Python.大数据开发经验
3-5年,本科,广州,荔湾区,坑口,15,20K,灵科智慧,Java.信用卡.银行.监管报送
3-5年,本科,广州,,,15,30K,某大型互联网公司,数据仓库.数据挖掘.数据治理.数据采集.大数据
5-10年,本科,广州,荔湾区,西村西场,15,25K·14薪,国控广州,Storm.Hive.Spark.计算机相关专业.大数据开发经验.ETL开发经验
经验不限,本科,广州,,,25,26K·15薪,某知名企业,Python.SQL.Kettle.计算机相关专业.数学/统计相关专业.大数据开发经验
1-3年,本科,广州,海珠区,工业大道,10,15K,谐云,Python.Flume.Kafka.Hadoop.MapReduce.Zookeeper
5-10年,本科,广州,,,15,30K,翰竺科技,Java.Python.计算机相关专业.大数据开发经验
3-5年,本科,广州,天河区,天河公园,15,30K,Flat,Incubator.Python.Spark.大数据开发经验.英语流利
经验不限,本科,广州,,,50,60K,某大型知名互联网上市公司,数据仓库.数据治理.Hive.分布式技术.Hadoop.HIVE.ETL
3-5年,本科,广州,天河区,天河公园,10,15K·13薪,华资软件,大数据平台架构经验
3-5年,本科,广州,天河区,燕岭,16,25K,比升技术,Python.SQL.微服务架构.后端开发.Spring.SSM.Oracle.MySQL
3-5年,本科,广州,天河区,时尚天河,15,20K,简知科技,Java.Python.Spark.Hadoop.HDFS.Hbase.HIVE.Flink
3-5年,本科,广州,越秀区,环市东,15,25K,维智,大数据开发经验.数仓建设经验.ETL开发经验
3-5年,本科,广州,天河区,车陂,12,20K,广州瑶光,Java.计算机相关专业.数学/统计相关专业.大数据开发经验
3-5年,本科,广州,天河区,天河公园,10,15K,辰智信息,数据分析.数据挖掘
3-5年,本科,广州,天河区,棠下,16,30K·16薪,网易,Python.SQL.Java.SQLServer
3-5年,本科,广州,荔湾区,鹤洞,15,25K,蓝深科技,Scala.Hadoop.HIVE.Spark.Flink
3-5年,本科,广州,,,40,60K,某大型移动互联网公司,Java.Scala.SQL.Flume.MapReduce.Kafka
3-5年,本科,广州,,,15,20K,万视科技,大数据
3-5年,本科,广州,天河区,珠江新城,9,14K·13薪,联信智融,数据仓库.SQL.Spark.Hadoop.Flink
5-10年,本科,广州,越秀区,天河北,15,20K·14薪,龙腾出行,Java.大数据开发经验.监管报送经验.金融行业经验
5-10年,本科,广州,,,25,50K,UR,Java.Python.SQL
5-10年,本科,广州,海珠区,琶洲,11,16K,远信控股有限公司,大数据.算法平台.Flink.SKLearn.Tensorflow.Pytorch.Spark.Hive
3-5年,本科,广州,番禺区,大石,13,25K,浩鲸科技,Python.Shell.Scala.Spark.Hadoop.Kafka.HDFS.Zookeeper
5-10年,本科,广州,,,60,80K·14薪,某知名人力资源服务公司,大数据运维.交付
5-10年,本科,广州,天河区,天河北,25,30K,usmile,机器学习/深度学习经验.金融行业数据相关经验.大数据平台架构经验.数字化.分布式架构.大数据
1-3年,本科,广州,黄埔区,科学城,15,25K,广州欧科,大数据产品.使用场景分析.用户研究.用户增长.数据分析.TOC
经验不限,本科,广州,,,20,35K,某500强上市公司,知识本体.本体建模.ontology.EntityLin.图谱算法.Hadoop.NLP.schemamat
3-5年,本科,广州,天河区,珠江新城,15,20K,智和瑞成,Java.Scala.Spark.ETL开发经验
3-5年,本科,广州,黄埔区,东圃,20,25K,上海酷能能源科技,计算机相关专业.数据治理
3-5年,本科,广州,天河区,天河公园,15,20K,Syntronic,Java.Python.Scala.ETL开发经验.数仓建设经验.大数据开发经验
3-5年,本科,广州,海珠区,华洲,20,35K,金域医学,Python.Java.Shell.Hadoop.Kafka.Flink
3-5年,本科,广州,黄埔区,开发区东区,18,25K,叻叻网络,Python.Scala.Spark.Kafka
3-5年,本科,广州,花都区,铁路西,11,22K,深圳联友科技有限...,Spark.Kafka.HDFS.Flume.HIVE.Flink
5-10年,本科,广州,天河区,天河北,20,35K,淘通科技,分布式技术.Hadoop.HIVE.Hbase.Kafka.Storm.Flume.Zookeeper
5-10年,本科,广州,白云区,石井,30,40K,棒谷科技,大数据.数据结构化.大数据产品套件
3-5年,本科,广州,,,20,40K,某大型互联网金融公司,Java.大数据平台架构经验
3-5年,本科,广州,越秀区,火车站,15,25K,君越信息科技公司,Spark.Hbase.Flink.在线大数据.实时数据.hbase
